TCS, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
1362, NEILSON RD , 401 C E NEILSON RD RAMP ,11/21/1980,43.7929100000,-79.2151600000,01-25-2018,16203,12
1363, STEELES AVE E , BIRCHMOUNT RD ,09/09/1980,43.8214200000,-79.3169300000,05-23-2015,27991,574
1364, STEELES AVE E , BLUFFWOOD DR ,02/10/1980,43.8077300000,-79.3760900000,04-20-2010,20504,106
1366, MOUNT PLEASANT RD , BELSIZE DR ,08/08/1980,43.7024900000,-79.3877800000,10-15-2012,18740,1708
1367, DUNDAS ST W , WINDERMERE AVE ,10/18/1977,43.6656500000,-79.4859200000,05-04-2016,12360,630
1368, ALBION RD , CARRIER DR ,11/27/1980,43.7455200000,-79.6142800000,05-24-2016,13913,163
1369, ALBION RD , HUMBERLINE DR ,11/27/1980,43.7468900000,-79.6220100000,05-24-2016,14947,204
1370, ROYAL YORK RD , STRATH HUMBER CRT ,09/27/1977,43.6618200000,-79.5177700000,06-04-2015,13594,413
1371, WILSON AVE , JETHRO RD ,08/01/1981,43.7187800000,-79.5184200000,04-07-2016,16976,141
1372, MCCOWAN RD , SANDHURST CRCL ,05/17/1984,43.8116450000,-79.2691960000,05-04-2015,15557,1466
1373, KINGSTON RD , POPLAR RD ,07/25/1984,43.7660200000,-79.1911000000,10-22-2014,20850,731
1374, PROGRESS AVE , BOROUGH DR ,10/25/1984,43.7765936300,-79.2544181000,03-10-2016,12214,123
1375, YONGE ST , SOUDAN AVE ,10/09/1976,43.7042600000,-79.3978400000,08-05-2011,16322,6264
1376, SPADINA RD , HEATH ST W ,01/14/1981,43.6867900000,-79.4120300000,03-18-2008,10258,326
1377, WARDEN AVE , ASHTONBEE RD ,06/12/1976,43.7307200000,-79.2887600000,05-06-2015,23270,983
1378, EGLINTON AVE E , DUNFIELD AVE ,01/29/1981,43.7073800000,-79.3954800000,06-25-2012,11926,5782
1379, BAYVIEW AVE , POTTERY RD ,11/05/1977,43.6879800000,-79.3635900000,05-10-2012,19794,7
1380, FINCH AVE E , SANDHURST CRCL ,02/02/1983,43.8088700000,-79.2627600000,06-08-2015,12405,332
1381, YONGE ST , ATHABASKA AVE ,10/18/1984,43.7954900000,-79.4194100000,05-07-2014,23927,1562
1382, NEILSON RD , SEWELLS RD ,12/06/1984,43.8065700000,-79.2186500000,01-27-2018,14777,986
1383, STEELES AVE W , PETROLIA RD ,05/31/1984,43.7826000000,-79.4901200000,05-13-2015,27549,484
1384, YORK MILLS RD , SANDOVER DR ,11/09/1979,43.7597300000,-79.3319600000,03-09-2016,14623,335
1385, PROGRESS AVE , CORPORATE DR ,10/25/1984,43.7785900000,-79.2554900000,03-09-2016,14428,294
1386, EGLINTON AVE E , CREDIT UNION DR ,12/11/1981,43.7261500000,-79.3182800000,03-01-2012,32617,431
1387, KINGSTON RD , 401 C W KINGSTON RD RAMP ,05/02/1981,43.8000543800,-79.1445772300,01-23-2018,16170,78
1388, QUEEN ST E , KINGSTON RD ,10/02/1981,43.6672700000,-79.3125700000,04-22-2017,14502,2736
1389, DON MILLS RD , GATEWAY BLVD ,06/14/1978,43.7143900000,-79.3364200000,02-22-2010,19553,998
1390, GERRARD ST E , SUMACH ST ,02/19/1980,43.6631800000,-79.3614800000,07-11-2011,9183,1071
1391, SHERBOURNE ST , ISABELLA ST ,08/21/1979,43.6696500000,-79.3758000000,08-29-2012,8911,2450
1392, LOWER JARVIS ST , THE ESPLANADE ,06/18/1980,43.6482600000,-79.3709000000,06-27-2017,12239,5396
1393, QUEEN ST E , GREENWOOD AVE ,04/15/1981,43.6644000000,-79.3252800000,11-03-2009,9716,1812
1394, MORNINGSIDE AVE , BEATH ST ,12/31/1980,43.7755900000,-79.1890100000,03-02-2016,10698,396
1395, PARK LAWN RD , BERRY RD ,06/08/1981,43.6361900000,-79.4934300000,04-21-2011,6703,529
1396, KENNEDY RD , PASSMORE AVE ,12/08/1981,43.8184610000,-79.3047270000,05-23-2015,20817,496
1397, MARKHAM RD , EASTPARK BLVD ,08/13/1981,43.7556800000,-79.2240300000,04-08-2014,14177,493
1398, MCCOWAN RD , SANDHURST CRCL ,03/09/1981,43.8051400000,-79.2653100000,04-30-2015,16272,544
1399, BATHURST ST , GREENWIN VILLAGE RD ,09/17/1981,43.7908400000,-79.4453700000,03-23-2015,18326,1194
1400, STEELES AVE W , YONGE ST ,11/18/1981,43.7970300000,-79.4248400000,04-16-2012,22646,1273
1401, BLOOR ST W , HURON ST ,11/19/1981,43.6671700000,-79.4015200000,01-11-2018,10170,7851
1402, BLOOR ST W , ABERFOYLE CRES ,11/24/1981,43.6457100000,-79.5190200000,05-19-2011,16416,858
1403, WESTON RD , GUNNS RD ,11/25/1981,43.6759500000,-79.4703200000,11-15-2012,15021,136
1404, ST CLAIR AVE W , GUNNS RD ,11/25/1981,43.6717778000,-79.4711048000,04-22-2015,13948,974
1405, SPADINA RD , LOWTHER AVE ,02/12/1981,43.6689700000,-79.4047500000,03-09-2017,9361,2782
1406, WILLIAM R ALLEN RD , TRANSIT RD ,07/12/1981,43.7418300000,-79.4543200000,03-25-2014,32825,0
1407, WILLIAM R ALLEN RD , SHEPPARD AVE W ,07/12/1981,43.7502800000,-79.4633800000,04-02-2014,43882,1287
1408, LAKE SHORE BLVD W , REES ST ,12/21/1981,43.6399400000,-79.3870000000,08-25-2012,22733,1895
1409, JANE ST , BEVERLY HILLS DR ,12/16/1981,43.7191200000,-79.5081300000,09-28-2010,20524,1275
1410, YONGE ST , BELSIZE DR ,12/21/1981,43.7003300000,-79.3970300000,05-28-2009,13039,1374
1411, PHARMACY AVE , INNISWOOD DR ,12/30/1981,43.7393700000,-79.3030800000,02-24-2011,9940,324
1412, RENFORTH DR , CONVAIR DR ,01/13/1982,43.6722000000,-79.5933300000,02-16-2012,21403,116
1413, BIRCHMOUNT RD , MCNICOLL AVE ,01/28/1982,43.8086600000,-79.3111500000,12-10-2016,17510,94
1414, STEELES AVE W , BLACK HAWKWAY ,01/20/1982,43.7898800000,-79.4576200000,05-13-2015,23038,709
1415, YONGE ST , EGLINTON AVE W ,02/25/1982,43.7054200000,-79.3980900000,06-02-2010,10474,3552
1416, YONGE ST , GLOUCESTER ST ,02/26/1982,43.6665600000,-79.3852300000,11-05-2016,5517,9848
1417, FRONT ST W , JOHN ST ,03/03/1982,43.6439800000,-79.3887300000,04-20-2015,9921,13919
1418, JANE ST , BLACK CR N JANE ST RAMP ,04/06/1982,43.7127200000,-79.5064200000,06-15-2011,22056,53
1419, MARKHAM RD , GREENBRAE CRCT ,05/10/1982,43.7622200000,-79.2262400000,04-08-2014,15423,643
1420, BLACK CREEK DR , TRETHEWEY DR ,04/06/1982,43.6946300000,-79.4861200000,11-05-2012,28035,113
1421, BLACK CREEK DR , TODD BAYLIS BLVD ,04/06/1982,43.6911100000,-79.4838600000,04-14-2011,20502,288
1422, BLACK CREEK DR , EGLINTON AVE W ,04/10/1982,43.6883900000,-79.4828500000,03-27-2013,27273,352
1423, NEILSON RD , MILITARY TRL ,10/06/1982,43.7879900000,-79.2083400000,01-31-2018,10570,284
1424, ALBION RD , ARMEL CRT ,06/15/1982,43.7213500000,-79.5457500000,05-25-2016,18787,572
1425, QUEEN ST W , BROCK AVE ,06/16/1982,43.6414900000,-79.4323600000,02-21-2012,8149,2065
1426, COLLEGE ST , CLINTON ST ,06/17/1982,43.6552600000,-79.4138700000,01-14-2017,7251,3612
1427, SHEPPARD AVE W , SENTINEL RD ,06/17/1982,43.7437000000,-79.4918200000,01-16-2018,14646,658
1428, ANNETTE ST , CLENDENAN AVE ,06/23/1982,43.6622500000,-79.4722200000,05-10-2012,9181,2042
1429, PHARMACY AVE , GORDON BAKER RD ,05/08/1982,43.8117900000,-79.3342400000,09-01-2016,13107,490
1430, KIPLING AVE , JOHN GARLAND BLVD ,05/08/1982,43.7355500000,-79.5782900000,12-11-2014,8821,258
1431, FINCH AVE E , MIDDLEFIELD RD ,08/17/1982,43.8099000000,-79.2576800000,09-15-2014,19443,458
1432, BRIMLEY RD , ALEXMUIR BLVD ,10/08/1982,43.8110640000,-79.2797310000,12-14-2016,14101,334
1433, PORT UNION RD , FANFARE AVE ,08/31/1982,43.7897200000,-79.1409100000,01-23-2018,11914,310
1434, WESTON RD , NORTHLAND AVE ,09/13/1982,43.6789500000,-79.4740800000,04-22-2015,16934,446
1435, SHEPPARD AVE E , SHORTING RD ,09/14/1982,43.7917500000,-79.2489600000,02-22-2012,12529,659
1436, SHEPPARD AVE E , GLEN WATFORD DR ,09/21/1982,43.7859400000,-79.2760200000,03-01-2012,15262,459
1437, LAWRENCE AVE W , BOLINGBROKE RD ,08/10/1982,43.7150300000,-79.4494700000,07-27-2011,14517,747
1438, BLACK CREEK DR , PHOTOGRAPHY DR ,08/10/1982,43.6859800000,-79.4817100000,07-14-2010,15782,280
1439, ROYAL YORK RD , LA ROSE AVE ,10/18/1982,43.6841700000,-79.5273900000,04-21-2016,13105,814
1440, CARLINGVIEW DR , INTERNATIONAL BLVD ,03/06/1971,43.6768640000,-79.5910630000,01-07-2017,4726,16
1441, LOWER SHERBOURNE ST , THE ESPLANADE ,07/12/1982,43.6490600000,-79.3672800000,02-27-2008,6830,2825
1442, LAWRENCE AVE W , DUVAL DR ,04/11/1982,43.7097700000,-79.4745500000,08-04-2011,19325,1220
1443, LAWRENCE AVE E , BROCKLEY DR ,11/11/1982,43.7520800000,-79.2624400000,02-23-2011,19480,845
1444, SHEPPARD AVE E , KENNEDY RD ,10/11/1982,43.7828000000,-79.2904900000,04-02-2014,14814,654
1446, MOUNT PLEASANT RD , ERSKINE AVE ,11/25/1982,43.7126300000,-79.3917400000,01-17-2017,14423,774
1447, VICTORIA PARK AVE , DENTON AVE ,01/12/1982,43.6928900000,-79.2889900000,07-05-2012,9991,1780
1449, DUFFERIN ST , LIBERTY ST ,04/21/1983,43.6371100000,-79.4266400000,04-25-2016,6472,388
1450, KEELE ST , MURRAY ROSS PKWY ,11/24/1982,43.7673000000,-79.4919900000,02-23-2016,20535,148
1451, YORKDALE RD , 401 W ALLEN YORKDALE RAMP ,03/07/1968,43.7275800000,-79.4494600000,12-06-2017,17906,44
1452, LAWRENCE AVE E , CENTENNIAL RD ,01/26/1983,43.7773626000,-79.1465292000,02-25-2014,7620,166
1453, SHEPPARD AVE E , PARKWAY FOREST DR ,01/27/1983,43.7758800000,-79.3437100000,06-06-2013,27870,1480
1454, FINCH AVE E , SKYMARK DR ,10/02/1983,43.7931800000,-79.3522700000,10-25-2010,18583,768
1455, WYNFORD DR , CONCORDE PL ,03/23/1983,43.7273600000,-79.3277700000,07-08-2014,10717,723
1456, LAKE SHORE BLVD W , COLBORNE LODGE DR ,11/05/1983,43.6378650000,-79.4589680000,12-03-2014,37223,56
1457, BAY ST , ST JOSEPH ST ,05/25/1983,43.6656500000,-79.3877000000,11-12-2014,10757,6083
1458, SHERBOURNE ST , HOWARD ST ,05/26/1983,43.6712900000,-79.3764200000,02-08-2012,8808,2765
1459, FINCH AVE W , WESTMORE DR ,06/30/1983,43.7346900000,-79.6010200000,12-02-2009,13622,461
1460, QUEEN ST W , YONGE ST ,03/08/1983,43.6522600000,-79.3801200000,06-16-2010,7394,5027
1461, QUEEN ST W , JOHN ST ,07/21/1983,43.6499200000,-79.3911300000,06-14-2017,9183,24081
1462, WYNFORD DR , EGLINTON E ST DENNIS RAMP ,04/08/1983,43.7236820000,-79.3247280000,08-16-2016,10572,366
1463, WYNFORD DR , EGLINTON W WYNFORD DR RAMP ,04/08/1983,43.7252100000,-79.3260000000,11-16-2010,10044,205
1464, EGLINTON AVE E , ST DENNIS EGLINTON E RAMP ,04/08/1983,43.7247757400,-79.3238529700,03-22-2004,30654,13
1465, PHARMACY AVE , PINEMEADOW BLVD ,12/09/1983,43.7928100000,-79.3249600000,02-06-2018,11486,724
1466, ROYAL YORK RD , NORSEMAN ST ,09/15/1983,43.6369690000,-79.5070480000,05-03-2016,11662,549
1467, STEELES AVE W , CACTUS AVE ,07/09/1983,43.7944500000,-79.4365400000,07-22-2013,21076,1237
1468, LAWRENCE AVE E , FORTUNE GT ,08/11/1983,43.7610090000,-79.2197969000,03-08-2011,16769,260
1469, WARDEN AVE , TOWER DR ,10/14/1983,43.7543920000,-79.2983830000,05-05-2015,19205,240
1470, ROGERS RD , OLD WESTON RD ,01/31/1958,43.6818390000,-79.4678735000,11-15-2012,12624,1239
1471, OLD KINGSTON RD , MILITARY TRL ,11/30/1983,43.7819100000,-79.1730000000,04-13-2011,6116,39
1472, JANE ST , WILLIAM CRAGG DR ,12/15/1983,43.7229900000,-79.5091200000,12-20-2011,18389,1040
1473, SHEPPARD AVE E , BRECKON GT ,01/12/1983,43.8005300000,-79.2069000000,04-03-2014,9751,292
1474, NEILSON RD , BERNER TRL ,02/15/1984,43.8020800000,-79.2177700000,01-25-2018,15384,266
1475, DANFORTH AVE , WOODINGTON AVE ,01/02/1984,43.6839600000,-79.3208600000,05-07-2015,10390,3336
1476, YORKDALE RD , DUFFERIN ST ,08/12/1983,43.7282600000,-79.4539500000,12-03-2007,14052,0
1477, WILSON AVE , ALLINGHAM GDNS ,12/04/1984,43.7356000000,-79.4426600000,04-21-2016,19315,389
1478, BAY ST , HAGERMAN ST ,03/28/1984,43.6543600000,-79.3831900000,05-09-2011,9560,1864
1479, BLOOR ST W , DURIE ST ,03/27/1984,43.6505400000,-79.4790600000,01-12-2017,11171,3690
1480, CHURCH ST , ALEXANDER ST ,06/27/1984,43.6637100000,-79.3800700000,04-27-2016,8532,5265
1481, EGLINTON AVE W , COMMERCE BLVD ,07/08/1986,43.6624402900,-79.5912800600,03-22-2012,16274,185
1482, QUEENS PARK CRES W , HOSKIN AVE ,04/29/1985,43.6650600000,-79.3939700000,12-08-2015,12836,4643
1483, EGLINTON AVE W , EXPLORER DR ,09/25/1985,43.6597700000,-79.5941700000,12-10-2014,14580,40
1484, EGLINTON AVE W , CENTENNIAL PARK BLVD ,07/01/1988,43.6558700000,-79.5984300000,03-22-2012,17983,128
1485, MCCOWAN RD , TRITON RD ,03/22/1985,43.7755500000,-79.2526600000,04-29-2015,19540,233
1486, STEELES AVE W , MARTIN GROVE RD ,12/16/1985,43.7578900000,-79.6034400000,02-29-2016,23808,719
1487, STEELES AVE W , 400 S STEELES AVE W RAMP ,09/19/1985,43.7720346700,-79.5379886900,11-22-2014,21412,75
1488, ADELAIDE ST W , PORTLAND ST ,11/07/1985,43.6457500000,-79.4006000000,08-26-2015,7345,2694
1489, WELLINGTON ST W , JOHN ST ,08/14/1985,43.6452900000,-79.3891800000,04-23-2009,10712,12944
1490, WARDEN AVE , BAMBURGH CRCL ,01/08/1984,43.8161900000,-79.3245480000,11-15-2014,17881,1166
1491, STEELES AVE E , BRIMLEY RD ,03/10/1985,43.8283000000,-79.2871800000,05-02-2015,19874,869
1492, STEELES AVE E , MCCOWAN RD ,10/31/1985,43.8310700000,-79.2751600000,05-04-2015,26842,1919
1493, MCCOWAN RD , MCNICOLL AVE ,07/11/1985,43.8179690000,-79.2719880000,05-04-2015,23517,612
1494, MIDLAND AVE , SILVER STAR BLVD ,11/14/1985,43.8070470000,-79.2887770000,12-14-2016,13993,798
1495, YORK MILLS RD , DVP S YORK MILLS W RAMP ,11/27/1985,43.7579600000,-79.3372000000,03-09-2016,18874,30
1496, FINCH AVE W , HUMBER COLLEGE BLVD ,12/19/1985,43.7341000000,-79.6099200000,11-24-2010,17959,933
1497, AVENUE RD , COLLEGE VIEW AVE ,11/29/1985,43.7018600000,-79.4074500000,06-26-2012,11207,650
1498, COXWELL AVE , GLEBEHOLME BLVD ,02/12/1985,43.6858200000,-79.3246200000,05-05-2016,7344,1787
1499, MEADOWVALE RD , DEAN PARK RD ,12/13/1985,43.8042500000,-79.1687700000,12-16-2009,9227,391
1500, ISLINGTON AVE , BEAUMONDE HEIGHTS DR ,12/12/1985,43.7424900000,-79.5676700000,04-29-2014,12840,212
1501, CONSILIUM PL , CORPORATE DR ,07/23/1986,43.7797800000,-79.2512500000,03-10-2016,9144,298
1502, CORPORATE DR , CORPORATE DR 401 C E RAMP ,07/07/1986,43.7791899800,-79.2535983100,03-09-2016,7685,222
1503, STEELES AVE E , KELVIN GROVE AVE ,04/30/1986,43.8224800000,-79.3122800000,04-28-2008,24852,337
1504, BIRCHMOUNT RD , SANWOOD BLVD ,04/06/1986,43.8162200000,-79.3145200000,12-07-2016,11409,353
1505, KING ST W , DUNN AVE ,07/29/1986,43.6377500000,-79.4332100000,05-17-2017,9339,2582
1506, FINCH AVE W , HUMBERLINE DR ,07/23/1986,43.7350700000,-79.6178600000,12-02-2009,20162,280
1507, MCCOWAN RD , COMMANDER BLVD ,01/21/1987,43.7961500000,-79.2614900000,04-30-2015,19373,154
1508, DAVENPORT RD , OSLER ST ,06/19/1986,43.6704400000,-79.4596200000,10-01-2012,7965,811
1509, DANFORTH RD , WINTER AVE ,05/14/1996,43.7292500000,-79.2518200000,05-26-2016,10219,260
1510, BRIMLEY RD , MCNICOLL AVE ,10/06/1986,43.8156875000,-79.2818230000,01-09-2017,20273,191
1511, STEELES AVE W , PETER KAISER GT ,08/14/1986,43.7743500000,-79.5268300000,03-26-2014,22568,436
1512, FENMAR DR , ORMONT DR ,08/27/1986,43.7625357000,-79.5561136000,11-30-2009,8958,64
1513, CHESSWOOD DR , STEEPROCK DR ,10/29/1986,43.7572400000,-79.4750600000,10-20-2016,10601,211
1514, FAIRVIEW MALL DR , FAIRVIEW MALL DR ,09/24/1986,43.7797100000,-79.3426500000,06-07-2010,4746,147
1515, FAIRVIEW MALL DR , FAIRVIEW MALL 404 S RAMP ,09/18/1986,43.7786536100,-79.3417979100,02-23-2011,17893,6
1516, BLOOR ST W , AUKLAND RD ,11/13/1986,43.6406600000,-79.5405900000,05-25-2011,14144,446
1517, SHEPPARD AVE E , BUCHAN CRT ,09/25/1986,43.7725900000,-79.3586500000,03-19-2014,17181,287
1518, SHUTER ST , VICTORIA ST ,11/18/1986,43.6543200000,-79.3787400000,08-18-2009,8842,6779
1519, MARTIN GROVE RD , SILVERSTONE DR ,07/01/1987,43.7509200000,-79.5985900000,02-29-2016,10308,536
1520, PHARMACY AVE , COLLINGSBROOK BLVD ,12/11/1986,43.7894859000,-79.3235510000,02-06-2018,10266,889
1521, BRIMLEY RD , CHARTLAND BLVD S ,11/20/1986,43.8014280000,-79.2746800000,12-15-2016,12694,262
1522, HARBORD ST , MANNING AVE ,11/27/1986,43.6605500000,-79.4146600000,06-02-2010,8675,2699
1523, SHEPPARD AVE W , KODIAK CRES ,12/10/1986,43.7519600000,-79.4672400000,03-25-2014,19689,163
1524, SIGNET DR , ORMONT DR ,12/17/1986,43.7657405000,-79.5411988000,03-08-2011,6517,162
1525, THE WEST MALL , CIVIC CENTRE CRT ,12/23/1986,43.6422700000,-79.5659500000,05-17-2012,7780,338
1526, PROGRESS AVE , 401 C E PROGRESS AV RAMP ,12/17/1986,43.7784475800,-79.2591932400,03-21-2016,12688,115
1527, DANFORTH RD , TRUDELLE ST ,01/30/1987,43.7399400000,-79.2455200000,05-26-2016,12526,400
1528, OAKWOOD AVE , JESMOND AVE ,01/28/1987,43.6895400000,-79.4395440000,04-13-2011,8685,796
1529, AVENUE RD , MELROSE AVE ,01/15/1987,43.7298900000,-79.4186700000,04-12-2012,22737,1380
1530, VICTORIA PARK AVE , TEMPO AVE ,05/13/1987,43.8064000000,-79.3373300000,03-30-2011,14126,505
1531, KINGSTON RD , RYLANDER BLVD ,06/24/1987,43.7971700000,-79.1491400000,01-25-2018,17188,69
1532, ATTWELL DR , BELFIELD RD ,10/10/1975,43.6979400000,-79.5931600000,03-23-2009,6967,31
1533, DUFFERIN ST , SUPERTEST RD ,07/16/1987,43.7779600000,-79.4691000000,11-30-2016,21777,227
1534, WILMINGTON AVE , OVERBROOK PL ,02/09/1987,43.7628500000,-79.4569000000,02-03-2009,8680,1028
1535, MARTIN GROVE RD , GARFELLA DR ,09/09/1987,43.7442900000,-79.5953500000,02-29-2016,10582,650
1536, MORNINGSIDE AVE , CASEBRIDGE CRT ,08/20/1987,43.8089200000,-79.2027200000,03-02-2016,13384,318
1537, BATHURST ST , BRIDGMAN AVE ,11/19/1987,43.6751700000,-79.4151400000,07-29-2010,12800,591
1538, NEILSON RD , KEELER BLVD ,03/09/1987,43.7901000000,-79.2116200000,01-25-2018,10813,176
1539, MCCOWAN RD , ALTON TOWERS CRCL ,10/29/1987,43.8269100000,-79.2758900000,05-04-2015,13492,1060
1540, MIDLAND AVE , MCNICOLL AVE ,12/11/1987,43.8146300000,-79.2922000000,12-10-2016,20964,703
1541, LAKE SHORE BLVD E , YONGE ST ,02/11/1987,43.6432600000,-79.3754300000,06-10-2009,15223,3796
1542, STEELES AVE W , BARMAC DR ,11/26/1987,43.7686000000,-79.5549600000,05-17-2012,19967,331
1543, SHEPPARD AVE E , SCUNTHORPE RD ,03/12/1987,43.7933100000,-79.2415300000,03-01-2011,12958,615
1544, DUFFERIN ST , BRIAR HILL AVE ,12/22/1987,43.7023700000,-79.4521000000,04-11-2016,16505,555
1545, KEELE ST , THE POND RD ,12/16/1987,43.7706900000,-79.4927900000,02-23-2016,11596,11
1546, MORNINGSIDE AVE , 401 C W MORNINGSIDE AVE N RAMP ,09/12/1987,43.7977737600,-79.1979491200,03-02-2016,16724,93
1547, STEELES AVE E , STRAWBERRY HILLS DR ,04/28/1988,43.8298410000,-79.2804000000,12-15-2010,16992,338
1548, KEELE ST , DIANA DR ,12/23/1987,43.7411100000,-79.4854900000,03-08-2016,18408,247
1549, DUNDAS ST W , ANNETTE ST ,12/20/1948,43.6645000000,-79.4586800000,08-17-2015,13673,847
1550, BIRCHMOUNT RD , FUNDY BAY BLVD ,01/19/1988,43.8107800000,-79.3121000000,12-07-2016,11276,128
1551, BRIMLEY RD , PITFIELD RD ,06/30/1988,43.7834631000,-79.2664030000,12-15-2016,14591,301
1552, KIPLING AVE , KIDRON VALLEY DR ,09/07/1988,43.7562600000,-79.5883000000,12-11-2014,6051,1363
1553, MARTIN GROVE RD , CABERNET CRCL ,06/16/1988,43.7540500000,-79.6000300000,12-11-2014,6737,308
1554, STEELES AVE E , MIDDLEFIELD RD ,08/17/1988,43.8327400000,-79.2679400000,03-09-2016,22421,1037
1555, MCLEVIN AVE , TAPSCOTT RD ,07/07/1988,43.8052000000,-79.2266700000,04-28-2011,11514,508
1556, STEELES AVE E , CONACHER DR ,07/27/1988,43.8022800000,-79.4008500000,05-17-2012,20175,397
1557, CUMMER AVE , MAXOME AVE ,10/08/1988,43.7905500000,-79.4013600000,02-22-2017,8847,285
1558, MILLWICK DR , MILVAN DR ,08/18/1988,43.7605677000,-79.5660422000,02-14-2012,7639,66
1559, LAKE SHORE BLVD E , CHERRY ST ,07/03/1989,43.6493550000,-79.3565560000,12-01-2009,11607,256
1560, MARKHAM RD , MCNICOLL AVE ,08/09/1988,43.8240000000,-79.2478500000,03-09-2016,27396,188
1561, YONGE ST , MILL ST ,05/09/1988,43.7403700000,-79.4059700000,04-21-2011,21319,365
1562, EGLINTON AVE E , CEDAR DR ,03/11/1988,43.7440300000,-79.2155800000,03-12-2010,11823,1302
1563, EGLINTON AVE W , GABIAN WAY ,11/17/1988,43.6917800000,-79.4678700000,10-22-2012,14067,1723
1564, STEELES AVE W , CARPENTER RD ,11/24/1988,43.7920700000,-79.4476400000,05-13-2015,19528,3356
1565, MIDLAND AVE , COPTHORNE AVE ,10/11/1988,43.8207200000,-79.2949100000,05-23-2015,13379,367
1566, FINCH AVE E , MILLIKEN BLVD ,01/12/1988,43.8018700000,-79.2942900000,12-06-2016,18980,424
1567, BRIMLEY RD , WENLOCK GT ,12/14/1988,43.8213200000,-79.2843300000,12-14-2016,10817,135
1568, SHEPPARD AVE E , MALVERN ST ,12/15/1988,43.7946800000,-79.2349100000,05-01-2017,21065,1337
1569, ELLESMERE RD , CONLINS RD ,12/28/1988,43.7879100000,-79.1832400000,02-10-2016,8083,549
1570, FINCH AVE W , KIPLING AVE ,02/11/1989,43.7432900000,-79.5821000000,05-15-2015,22468,5000
1571, JANE ST , PRITCHARD AVE ,01/03/1989,43.6694900000,-79.4927900000,01-25-2018,12246,729
1572, MCCOWAN RD , ALTON TOWERS CRCL ,04/26/1989,43.8225200000,-79.2739700000,05-04-2015,14230,726
1573, KINGSTON RD , LAWSON RD ,04/27/1989,43.7845400000,-79.1687200000,12-14-2010,7477,122
1574, LAWRENCE AVE E , PORT UNION RD ,04/05/1989,43.7796300000,-79.1366900000,05-19-2016,8095,519
1575, WELLESLEY ST E , ONTARIO ST ,06/07/1989,43.6676400000,-79.3721900000,07-29-2009,7234,3393
1576, KENNEDY RD , BONIS AVE ,09/15/1989,43.7857700000,-79.2894500000,04-07-2011,21580,863
1577, CARLINGVIEW DR , FASKEN DR ,06/22/1989,43.6915300000,-79.5976600000,01-19-2017,8331,62
1578, STEELES AVE E , ASHCOTT ST ,06/29/1989,43.8272800000,-79.2917400000,12-16-2010,18519,292
1579, SPADINA AVE , BREMNER BLVD ,05/28/1989,43.6405400000,-79.3929400000,07-08-2015,22600,8056
1580, FRONT ST W , BLUE JAYS WAY ,05/25/1989,43.6433915000,-79.3912530000,06-21-2017,15189,17689
1581, VICTORIA PARK AVE , SUNRISE AVE ,06/28/1989,43.7198100000,-79.3006000000,03-19-2013,12250,706
1582, MIDDLEFIELD RD , MCNICOLL AVE ,08/30/1989,43.8201296000,-79.2620527000,01-20-2016,16707,122
1583, STEELES AVE E , MARKHAM RD ,01/01/1966,43.8366300000,-79.2511600000,01-20-2016,29314,622
1584, MORNINGSIDE AVE , MILNER AVE ,12/21/1989,43.8003000000,-79.1990800000,02-29-2016,24953,552
1585, VICTORIA PARK AVE , ARNCLIFFE CRES ,09/21/1989,43.7318800000,-79.3055900000,05-09-2013,15720,485
1586, KENNEDY RD , MCNICOLL AVE ,08/29/1989,43.8121400000,-79.3019300000,05-12-2011,30650,1884
1587, FINCH AVE E , NEILSON RD ,10/13/1989,43.8163400000,-79.2275200000,12-03-2016,11247,211
1588, YONGE ST , QUEENS QUAY ,05/10/1989,43.6419500000,-79.3746100000,04-22-2009,9669,1160
1589, QUEEN ST W , PETER ST ,05/10/1989,43.6493500000,-79.3936600000,06-14-2017,8832,11307
1590, FINCH AVE W , ELANA DR ,09/28/1989,43.7567700000,-79.5207000000,10-18-2016,25268,2540
1591, BLOOR ST W , MONTGOMERY RD ,12/12/1989,43.6467300000,-79.5145400000,09-18-2012,15344,852
1592, KENNEDY RD , SUFFERANCE RD ,01/11/1989,43.7773400000,-79.2856100000,09-30-2013,29744,326
1593, QUEENS QUAY W , BATHURST ST ,01/25/1990,43.6356800000,-79.3982900000,04-22-2014,7829,1701
1594, BATHURST ST , ULSTER ST ,07/12/1989,43.6598000000,-79.4090400000,04-02-2015,10369,1931
1595, OAK ST , KNOB HILL DR ,12/28/1989,43.7081200000,-79.5319600000,10-19-2011,10787,240
